pregunta_normalizada,final_pregunta_isAcusatoria
porque este proceso que bien puede ser menor cuantia lo realizan como subasta inversa ocasionandoque no se aplique lo determinado en las resoluciones del sercop al respecto del equipo minimo personal tecnico minimo y metodologia es claro que al revisar los tdr se trata de una ejecuciony mejoramiento de via por tal motivo con esta irregularidad que se da desde la faseprecontractual lo que se piensa es que este proceso ya tiene dueno por favor aclarar este punto,1
senores buenos realmente las caracteristicas q piden son del equipo de human ivan derigidas ha unasola casa comercial por favor aclarar este punto,1
estimado senores las valvulas que ustedes solicitan no son de fabricacion nacional son deimportacion el plazo de entrega de dias significa que ustedes ya tienen un proveedor previamenteelegido es decir no es un concurso abierto a todos los posibles ofertentes por favor ampliar elplazo al menos a dias si quieren tener al menos oferentes y esto se pueda hacer de una manerajusta por favor aclarar este punto,1
estimados espero puedan aclarar todas la preguntas sin que mencionen rigase a los tdr porque haymuchas dudas que deben ser contestada para poder presentar las ofertas lo mejor posible porquehasta el momento da entender que se esta direccionando el proceso con detalles puntuales que dejande lado a muchos proveedores que si tienen la infraestructura y el personal idoneo para ejecutareste tipo de contrato y que gane el que oferte su mejor precio de antemano muy agradecido por lainvitacion por favor aclarar este punto,1
en lo referente a personal tecnico estan solicitando tecnologo en seguridad industrial por loqueinformamos o damos a conocer que esta titulacion esta recien en auge por lo que no existe enelmercado laboral dicha titulacion lo normal en esta clase de proyectos es solicitar uningenieroambiental con experiencia en seguridad industrial ssa o con maestria en ssa ejemploeppetroecuadorentidad que mayormente contrata esta linea establece de esa manera el personal en ssa ya que comose menciona no existe en disponibilidad en el mercado laboral un tecnologo en ssa portodo loencontrado el proceso al parecer esta direccionado a la empresa que cumple con estosparametros dedificil cumplimiento de igual manera soliictamos se corrija caso contrario el procesoseradenunciado y se dara seguimiento hasta el final del mismo somos una empresa petrolera quemanejatoda la normativa y estan inclumpliendo con la misma en esta contratacion gracias por favor aclarar este punto,1
saludos esta totlamente prohibido por ley el solicitar na marca especifica en las caracteristicasdel panel de alarma ustedes claramente solicitan un panel marca dsc modelo pc ya quesoliictan que se conecten zonas con el modulo pc se puede proponer utro fabricante consimilares y mejores caracteristicas tecnicas con certificaciones ul por favor aclarar este punto,1
las aclaraciones deben ser publicadas no por telefono de acuerdo a la ley rectificar ademas sipiden certificado de exclusividad no cabe subasta inversa para eso existe el regimen especial no noshagan perder el tiempo gracias deberian asesorarse mejor por favor aclarar este punto,1
estimada entidad segun el articulo de la normativa secundaria vigente del reglamento decontratacion publica donde se indica que para los terminos minimos para la etapa de preguntassegun el monto de presupuesto referencial total en este caso el termino minimoexigido es de dias maximo dias por lo cual estarian incumplimiento el articulo enmencion puesto que al ser un proceso con un monto de usd no permite revisar conexactitud los pliegos y los terminos de referencia y es de gran preocupacion puesto que noseesta cumpliendo con el principio de libre participacion solicitamos a las entidadescorrespondiente la revision de este proceso debido a que se estan vulnerando los derechos de unalibre y justa participacion de los proveedores por favor aclarar este punto,1
las aclaraciones deben ser publicadas no por telefono de acuerdo a la ley rectificar ademas sipiden certificado de exclusividad no cabe subasta inversa para eso existe el regimen especial no noshagan perder el tiempo gracias deberian asesorarse mejor por favor aclarar este punto,1
las aclaraciones deben ser publicadas no por telefono de acuerdo a la ley rectificar ademas sipiden certificado de exclusividad no cabe subasta inversa para eso existe el regimen especial no noshagan perder el tiempo gracias deberian asesorarse mejor por favor aclarar este punto,1
si ya se realizo esta licitacion acaso recien queren completar el tramite usandonos de relleno por favor aclarar este punto,1
senores es bien dificil que por la cantidad de basureros se los entreguen en dias o es queya los tiene dirigidos a sus combeniencias a si no se puede participar por favor aclarar este punto,1
la ampliacion de dias no es suficiente eso solo da lugar a que las mismas empresas grandesganen los procesos de adjudicacion las empresas nuevas no estamos en capacidad de proveer un equipode rayos x en ese tiempo se solicitaria revisar el plazo de ser posible dias por favor aclarar este punto,1
senores es bien dificil que por la cantidad de basureros se los entreguen en dias o es queya los tiene dirigidos a sus combeniencias a si no se puede participar por favor aclarar este punto,1
lamentablemente en el mercado ecuatoriano se estan dando casos donde se entregan certificados deorigen de producto expedidos por las diferentes fabricas y o sus representantes en el pais amanera de juez y parte en los que se especifica que los equipos son nuevos de paquete y seomite informar al comprador sobre el contenido de partes recicladas y remanufacturadas en ocasionesse acude a peritos para que avalen los equipos los cuales al parecer por desconocimiento loscertifican como si fueran nuevos tomando en cuenta estos antecedentes seria aconsejable quesoliciten los certificados tecnicos emitidos por buyer laboratory un organismo imparcial dedefensa al consumidor en estados unidos para verificar el estatus real de manufactura de losequipos todos quienes estamos en este mercado sin excepcion le conocemos y tenemos acceso a suscertificados de esta manera se garantizara la transparencia del proceso y se evitara perjuiciospara su institucion por favor aclarar este punto,1
las aclaraciones deben ser publicadas no por telefono de acuerdo a la ley rectificar ademas sipiden certificado de exclusividad no cabe subasta inversa para eso existe el regimen especial no noshagan perder el tiempo gracias deberian asesorarse mejor por favor aclarar este punto,1
y comerciales que se requieran sin causar direccionamientos o condiciones restrictivas de nocorregir este error deberemos denunciar este potencial acto de corrupcion al sercop lacontraloria general del estado medios de prensa y redes sociales ademas de reservanos nuestroderecho ciudadano al ser perjudicados de tal manera a iniciar las acciones legales pertinentes afin de llevar a confesion judicial particular a los involucrados en el levantamiento de esteproceso y cuyas firmas constan al final del pliego por favor aclarar este punto,1
buenas tardessenores segun las nuevas resoluciones del sercop esta terminantemente prohibidosolicitar documentacion notarizada y o certificada unicamente la empresa adjudicada debe cumplircon esto esta pregunta se la hace en virtud de que solicitan copias certificadas de contratos cuyosmontos sean el del presupuesto referencial por favor aclarar este requerimiento por favor aclarar este punto,1
senores sri buenos dias en relacion al requerimiento de armas importadas es de conocimientopublico que esto esta prohibido por parte del gobierno nacional como asi ustedes siendo instituciondel estado solicitan este tipo de armamento si hay una campana nacional que debemos consumir lonuestroy sobre el chaleco iiia estos chalecos tambien son importados y el valor de cada uno superael presupuesto referencial por parte de ustedes por favor aclarar este punto,1
si el ano solicitaron pernos caneados de con anillo de presion a un preciounitario referencial de dando un total de cuando este perno no cuesta mas allade centavos de dolar cada uno ahora en el presente proceso de contratacion solicitan unacantidad de unidades de pernos caneados de con anillo de presion se tiene la siguientepregunta no se cansan da saquear al iess y no digan que era otra administracion la del anopasado por favor aclarar este punto,1
otra vez esto de las muestras que lo hacen de manera injustificada si quieren ver lascaracteristicas tecnicas basta con una muestra de un collarin de cualquier tamano y lo mismo paralas uniones mecanicas por favor ya es hora de que actuen de manera transparente todos los anos eslo mismo por favor aclarar este punto,1
se solicita reconsiderar y plantear un nuevo plazo para la entrega de la muestra de la camara pues al ser equipos que deben importarse es muy dificil cumplir con esta condicion y esto alser considerado como parametro de calificacion se estaria restringiendo la participacion y favoreciendo alguna marca en particular que cumpla con la compatibilidad y ademas ya disponga lamuestra del equipo por favor aclarar este punto,1
estimada entidad segun el articulo de la normativa secundaria vigente del reglamento decontratacion publica donde se indica que para los terminos minimos para la etapa de preguntassegun el monto de presupuesto referencial total en este caso el termino minimoexigido es de dias maximo dias por lo cual estarian incumplimiento el articulo enmencion puesto que al ser un proceso con un monto de usd no permite revisar conexactitud los pliegos y los terminos de referencia y es de gran preocupacion puesto que noseesta cumpliendo con el principio de libre participacion solicitamos a las entidadescorrespondiente la revision de este proceso debido a que se estan vulnerando los derechos de unalibre y justa participacion de los proveedores por favor aclarar este punto,1
la convocatoria esta completamente dirigida a favorecer a una marca por las especificacionestecnicas igualmente la experiencia de la marca no determina su calidad cuando a la presente fechahay mejores en todo sentido por favor reconsiderar estos puntos por favor aclarar este punto,1
senores de acuerdo a la ley de contratacion publica vigente no pueden hacer a un lado a losproductores nacionales contraviniendo el espiritu de la ley que es promover la produccionnacional que tanta falta le hace a este pais por lo tanto no pueden dirigir el concurso a una solamarca cabe recalcar que nuestros toners genericos debidamente registrados en el iepi ya han ganadoen concursos con la entera satisfaccion de la entidad que los recibio favor considerar esto nodejar participar a la produccion nacional es aniquilarla con importados es exactamente igual queen las entidades del estado solo se requiera personal extranjero y no nacional liquidando el empleonacional favor hagan conciencia por favor aclarar este punto,1
no se supone que en portal de compras publicas esta prohibido publicar marcas y modelos deequipos que tienen que decir al respecto por favor contestar por favor aclarar este punto,1
este proceso es una tomadura de pelo lona star flex tiene marca de agua cuesta el m laoriginal impresion diseno pruebas de color imprevistos devoluciones ganas de j entreguese urgente de no sabemos quien x por m y eso a la puja seguramente seadjudicara por negociacion seguro que si hay que fiscalizar este tipo de contratos manosos por favor aclarar este punto,1
estimado senores las valvulas que ustedes solicitan no son de fabricacion nacional son deimportacion el plazo de entrega de dias significa que ustedes ya tienen un proveedor previamenteelegido es decir no es un concurso abierto a todos los posibles ofertentes por favor ampliar elplazo al menos a dias si quieren tener al menos oferentes y esto se pueda hacer de una manerajusta por favor aclarar este punto,1
por que todo el mundo ve este tipo de concuros y sabiendo que proveedores honestos no vamos atener medidores en stock con un numero preasignado por ustedes y peor con el logo nuestro ecuador esta punteando los primeros lugares de corrupcion en el mundo solicito que amplien el plazo a dias por favor aclarar este punto,1
estimada entidad hemos revisado que este pliego y especificaciones tecnicas estan dirigidas a lamotocicleta marca suzuki modelo v strom lo cual contradice al art de la ley organica delsistema nacional de contratacion publica que cita en sus principios para la aplicacion de estaley y de los contratos que de ella deriven se observaran los principios de legalidad trato justo igualdad calidad vigencia tecnologica oportunidad concurrencia transparencia publicidad y participacion nacional por favor revisar las condiciones o aperturar para que mas empresaspodamos participar por favor aclarar este punto,1
el objeto del contfrato es adquisicion de carpetas especiales con ph neutro para el archivo deladireccion de instrumentos internacionales del ministerio de relaciones exteriores y movilidadhumana y se solicita a personas naturales o juridicas de la industria grafica y afines es insolitoque se requiera para la calificacion de los oferentes licenciado en restauracion y museologia y auxiliares en restauracion y museologia ninguna empresa grafica en un personal regular cuenta coneste personal y tampoco lo contrataria para elaborar carpetas ya que no tiene ningun sustentotecnico que no sea alguna necesidad no establecidad en los pliegos de este proceso este es un casoque amerita que el sercop conozca de estos requerimientos innecesarios que solo obstaculizan latransparencia de ocmpra publica y que podria beneficiar a alguien en particular que no se visializahasta que concluya el proceso cual es la necesidad de exigir los requisitos del personal antescitados por favor aclarar este punto,1
si ya se realizo esta licitacion acaso recien queren completar el tramite usandonos de relleno por favor aclarar este punto,1
senores estan favoreciendo a nissa diesel solo esa marca tiene las especificaciones que ustedesdesean hp es muy bajo para este tipo de trabajo ademas un motor cc consumo muchoconbustible y no es eficiente hay mejores motores de mas bajo cilindraje favor dejar ofertardesde cc por favor aclarar este punto,1
estos son bienes integrado con componentes e insumos importados es decir no hay produccionnacional ya el vae es insignificante y muy por debajo del minimo que se exige ademas es imposibleque se disponga en stock de este tipo de vehiculos por lo que el plazo dispuesto de dias esimposible de cumplir rogamos considerar al menos un plazo a dias necesarios para suproduccion o conversion importacion transporte etc a menos que ya se tenga un proveedorpreparado y preseleccionado como suele suceder de manera cotidiana en entidades contratantes quepublican este tipo de plazos por favor aclarar este punto,1
lamentablemente en el mercado ecuatoriano se estan dando casos donde se entregan certificados deorigen de producto expedidos por las diferentes fabricas y o sus representantes en el pais amanera de juez y parte en los que se especifica que los equipos son nuevos de paquete y seomite informar al comprador sobre el contenido de partes recicladas y remanufacturadas en ocasionesse acude a peritos para que avalen los equipos los cuales al parecer por desconocimiento loscertifican como si fueran nuevos tomando en cuenta estos antecedentes seria aconsejable quesoliciten los certificados tecnicos emitidos por buyer laboratory un organismo imparcial dedefensa al consumidor en estados unidos para verificar el estatus real de manufactura de losequipos todos quienes estamos en este mercado sin excepcion le conocemos y tenemos acceso a suscertificados de esta manera se garantizara la transparencia del proceso y se evitara perjuiciospara su institucion por favor aclarar este punto,1
senores es bien dificil que por la cantidad de basureros se los entreguen en dias o es queya los tiene dirigidos a sus combeniencias a si no se puede participar por favor aclarar este punto,1
buenos diassenores ustedes al solcitar que las empresas tengan una sucursal en babahoyo pago depapentes municipales y permiso de cuerpo de bomberos de babahoyo con el respeto que se merecenestan cuartando el derecho a la libre participacion y violentando los principios que rige la losncpy rlosncp puesto que son requisitos excluyentes y discriminatorios se procedera a poner larespectiva queja en el sercop a no ser que en la etapa de preguntas y respeustas se deje sinefecto estos requerimientos para que las empresas podemos participar en el presenteproceso de contratacion mediante una carta de compromiso de que en caso de ser el oferenteadjudicado se procedera a la apertura de la sucursal y demas permisos para la ciudad de babahoyo tambien es importante indicarles que el permiso de actividades complementarias fue derrogado segundecreto presidencial verificar este requisito gracias por sus respuesta y por favor nocontestar remitase a los pliego por favor aclarar este punto,1
no se supone que en portal de compras publicas esta prohibido publicar marcas y modelos deequipos que tienen que decir al respecto por favor contestar por favor aclarar este punto,1
senores de acuerdo a la ley de contratacion publica vigente no pueden hacer a un lado a losproductores nacionales contraviniendo el espiritu de la ley que es promover la produccionnacional que tanta falta le hace a este pais por lo tanto no pueden dirigir el concurso a una solamarca cabe recalcar que nuestros toners genericos debidamente registrados en el iepi ya han ganadoen concursos con la entera satisfaccion de la entidad que los recibio favor considerar esto nodejar participar a la produccion nacional es aniquilarla con importados es exactamente igual queen las entidades del estado solo se requiera personal extranjero y no nacional liquidando el empleonacional favor hagan conciencia por favor aclarar este punto,1
para el sr que escribio la aclaracion importante que el mismo se fije que sus equipos seannuevos ya que el resto de empresas si somos honestos y no hacemos negocios de esa forma por favor aclarar este punto,1
buenos dias por favor si me aclara por que ponen los modelos de radios en los pliegos eso no sedebe hacer lo cual no es justo ya que son marcas que piden y no podemos participar con otras marcasy creo que tampoco es legal solicito me aclaren el porque de este pedido por favor aclarar este punto,1
exigimos no se solicite un certificado emitido por fabrica ya que con esto se esta violando losarticos y de las losncp principios y objetivos del sistema respectiva no los cuales indican quepara la aplicacion de esta ley y los contratos que de ella deriven se observaran los principiosde legalidad trato justo igualdad transparencia senor gerente o responsables del procesonecesitamos que el mismo sea abierto y den la oportunidad de participar esta muy dirigido al pedircertificado de fabrica puede ser de un distribuidor autorizado es suficiente por favor aclarar este punto,1
estimados vemos en la especificaciones tecnicas que piden ustedes papel crepe de produccionnacional queremos senalar que en ecuador no existe fabrica alguna de este producto los que hayson un chinos chlenos o colombianos favor aclarar esto o en su defecto indicar cual esla marca y fabricante local de este producto pediran certificaciones de produccion nacional deeste item en caso de no prersentarla se descalificara la oferta como comprobaran ustedes que elofertante dice la verdad o no sobre la procedencia de tal o cual producto por favor aclarar este punto,1
buenos dias favor aclarar en las especificaciones tecnicas porque se solicitan de forma detalladade como debe estar construidas las placas de control o amplificadores si un aferente podriaentregar una mejor solucion que no use esa tecnologia y el oferente dispongan de una mejor queutilice otros modulos chips o amplificadores en las placas piden borneras desmontables y otrospueden tener conectores piden modulo mp y otros tiene audios desde el mismo servidor piden quetenga rf receptor y emisor y otros tienen solo receptor piden aplicativos con descargas yotros tiene recien publicado una app mejor pero en pocos meses no se consigue esta cantidad dedescargas se no nota que el proceso esta viciado donde esta la libre competencia por favor aclarar este punto,1
esta vez si van a calificar bien por favor aclarar este punto,1
buenas tardes porque limitan la participacion de las empresas solicitando que la oficina matriz seencuentre en la amazonia cuando hay empresas que tienen la matriz en otras regiones pero cuentancon sucursales en la amazonia por favor considerar este requisito y adicional porque solicitan queno se tengan deudas pendientes con ant cuando deberia ser con el iess sri y super de companias gracias por favor aclarar este punto,1
este proceso es una tomadura de pelo lona star flex tiene marca de agua cuesta el m laoriginal impresion diseno pruebas de color imprevistos devoluciones ganas de j entreguese urgente de no sabemos quien x por m y eso a la puja seguramente seadjudicara por negociacion seguro que si hay que fiscalizar este tipo de contratos manosos por favor aclarar este punto,1
senores favor indicar la capacidad de carga requerida la distancia entre apoyos y el tipo degrating liso o anti deslizante la informacion que envian corresponden a un tipo especifico delfabricante recasold y no a una especificacion tecnica por favor aclarar este punto,1
buenas tardes porque limitan la participacion de las empresas solicitando que la oficina matriz seencuentre en la amazonia cuando hay empresas que tienen la matriz en otras regiones pero cuentancon sucursales en la amazonia por favor considerar este requisito y adicional porque solicitan queno se tengan deudas pendientes con ant cuando deberia ser con el iess sri y super de companias gracias por favor aclarar este punto,1
el presupuesto de este proyecto es inviable y promueve el trabajo precario ya que apenas cubre loscostos laborales legales y esto sin que haya la puja con la cual se supone que incluso este costoseria mas bajo recomiendo al incop declarar nulo este proceso hasta que se corrija dichopresupuesto por favor aclarar este punto,1
senores buenos dias les recuerdo que la ley prohibe dirigir los procesos a marcas determinadas comoustedes lo estan haciendo marginando de esta manera a quienes somos distribuidores de otras marcascon igual o mejor calidad de la solicitado por ustedes favor correguir esto nosotros ofertaremos conlas marcas de exelente calidad que distribuimos esperando no ser destituidos por este motivo gracias por favor aclarar este punto,1
estimada comision tecnica del cuerpo de bomberos del gadm riobamba solicitamos item botas deestacionustedes piden muestra y test de laboratorio de este producto marca haix sabiendo que en elpais solo una empresa cuenta con la representacion de la misma ustedes tiene la facultad desolicitar muestras para revision de calidad de confeccion y materiales en los otros items pero labota es fabricada bajo estandares y normas internacionales y pedimos que se califique este itemunicamente con ficha tecnica y carta de compromiso que en caso de ser adjudicados se entregara lostest de laboratorios solicitados sabiendo que ustedes son transparentes y para dejar claro que laintension no es que una sola empresa sea calificada agradecemos de antemano la aceptacion de que eneste item unicamente se califique con ficha tecnica del fabricante por favor aclarar este punto,1
jefe de operaciones favor aceptar con titulo de tercer nivel con ing en contabilidad y auditoria consu respectiva capacitacion como jefe de operaciones ustedes estan dirigiendo el proceso al colocarminimo ing en seguridad favor no sea tan obvios favor aceptar caso contrario se procede a denunciarcon su respuesta que quedara en evidencia por favor aclarar este punto,1
supervisores y vigilantes certificado de capacitacion del personal o guardias de la empresaoferente curso de capacitacion para vigilantes de centros medicos y hospitalarios avalado porla afeme asociacion de facultades ecuatoriana de ciencias medicas y de la salud favor eliminareste requisito que no es normando ni exigido por la maxima autoridad del ministerio del interiorunicamente es exigido el curso de guardia profesional en caso de no elminar este requisito sereportara al comite de gestion de etica antisoborno creada por el sercop para imponer sancionesa los miembros de la comision tecnica por favor aclarar este punto,1
concuerdo plenamente con los comentarios anteriores seria bueno que las especificaciones tecnicassean claras precisas y entendibles para todos y sobre todo deberian preocuparse de enviardisenos medidas acabados del mobiliario que requieren les pregunto sres alimentate ecuadorustedes entienden algo de las especificaciones que estan pidiendo lo dudo seamos serios ytrabajemos con transparencia y claridad ojala contesten a todas las inquietudes por favor aclarar este punto,1
senores buenos dias les recuerdo que la ley prohibe dirigir los procesos a marcas determinadas comoustedes lo estan haciendo marginando de esta manera a quienes somos distribuidores de otras marcascon igual o mejor calidad de la solicitado por ustedes favor correguir esto nosotros ofertaremos conlas marcas de exelente calidad que distribuimos esperando no ser destituidos por este motivo gracias por favor aclarar este punto,1
ab marmol rectifique el procedimiento no es posible que se hagan estas subastas a la misma hora yfecha eso es ilegal revisen y amplien el plazo de puja que sea el mismo dia pero a diferente hora revisen por favor por favor aclarar este punto,1
señores espero puedan aclarar todas la preguntas sin que mencionen rigase a los tdr porque haymuchas dudas que deben ser contestada para poder presentar las ofertas lo mejor posible porquehasta el momento da entender que se esta direccionando el proceso con detalles puntuales que dejande lado a muchos proveedores que si tienen la infraestructura y el personal idoneo para ejecutareste tipo de contrato y que gane el que oferte su mejor precio de antemano muy agradecido por lainvitacion por favor aclarar este punto,1
haqan un anaiisis de precios como otras instituciones si hacen anaiicen ei vaior que se va ensaiarios y beneficios sociaies y no adjudiquen a ias empresas que dan ei contrato por debajo de eseprecio porque es evidente que ia unica forma es expiotando a ios trabajadores ies doy un dato entreei y es ei costo de saiarios y beneficios sociaies para ias empresas de iimpieza ei resto esinsumos gastos financieros gastos de depreciacion maquinaria gastos administrativos iapropension marginai dei saiario como se iiama en economia es de para ia empresas de servicioscompimentarios es decir que cada doiar de saiario representa para ias empresas doiar centavos esto es porque por cada doiar se debe tambien cubrir costo de iess hacer reservas para pagos dedecimos fondos de reserva vacaciones por favor aclarar este punto,1
estimada entidad segun el articulo de la normativa secundaria vigente del reglamento decontratacion publica donde se indica que para los terminos minimos para la etapa de preguntassegun el monto de presupuesto referencial total en este caso el termino minimoexigido es de dias maximo dias por lo cual estarian incumplimiento el articulo enmencion puesto que al ser un proceso con un monto de usd no permite revisar conexactitud los pliegos y los terminos de referencia y es de gran preocupacion puesto que noseesta cumpliendo con el principio de libre participacion solicitamos a las entidadescorrespondiente la revision de este proceso debido a que se estan vulnerando los derechos de unalibre y justa participacion de los proveedores por favor aclarar este punto,1
senores buenos realmente las caracteristicas q piden son del equipo de human ivan derigidas ha unasola casa comercial por favor aclarar este punto,1
estimada entidad hemos revisado que este pliego y especificaciones tecnicas estan dirigidas a lamotocicleta marca suzuki modelo v strom lo cual contradice al art de la ley organica delsistema nacional de contratacion publica que cita en sus principios para la aplicacion de estaley y de los contratos que de ella deriven se observaran los principios de legalidad trato justo igualdad calidad vigencia tecnologica oportunidad concurrencia transparencia publicidad y participacion nacional por favor revisar las condiciones o aperturar para que mas empresaspodamos participar por favor aclarar este punto,1
realmente este proceso es impresionante por el extremo de las salidas de escape que ponen para quenadie envie ofertas primero el cero anticipo en esta cantidad alta do el tiempo dias comoque fabricar un mueble a medida fuera pan ro al subir los archivos principales bien para que no seabran no hay justificacion por el cierre del ano en vista que el ministerio de economiapagara hasta el de diciembre y el anticipo no retrasa mas de horas que se demora enentregar las garantias bueno ya es la etica de cada individuo solo les llamo a la reflexionpor favor corrigan ese error por favor aclarar este punto,1
señores espero puedan aclarar todas la preguntas sin que mencionen rigase a los tdr porque haymuchas dudas que deben ser contestada para poder presentar las ofertas lo mejor posible porquehasta el momento da entender que se esta direccionando el proceso con detalles puntuales que dejande lado a muchos proveedores que si tienen la infraestructura y el personal idoneo para ejecutareste tipo de contrato y que gane el que oferte su mejor precio de antemano muy agradecido por lainvitacion por favor aclarar este punto,1
haber cordial saludo senores si ya tienen proveedor amarrado por favor no pierdan tiempo poniendo anticipo no jueguen con la necesidad de los artesanos y pequenas empresas por favor aclarar este punto,1
senores de la comision favor velar por los interese de la institucion por lo que le interesa esadquirir productos de calidad y no dirijir la compra poniendo tantas travas solicitando informacionprivada del fabricante debido que estos productos son producidos en otros paises por favor aclarar este punto,1
